Čas;Požadavek;Enkodér;Požadavek přepočtený;DeltaMínus;DeltaPlus;Výsledek
2025-02-26 10:12:18;449;116;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:12:31;449;110;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:12:36;449;117;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:12:42;449;116;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:12:55;449;103;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:13:01;449;114;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:13:07;449;103;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:13:20;449;98;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:13:26;449;111;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:13:32;449;114;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:13:45;449;110;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:13:51;449;111;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:13:57;449;110;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:14:10;449;102;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:14:15;449;116;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:14:21;449;109;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:14:34;449;102;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:14:40;449;112;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:14:46;449;112;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:15:00;449;99;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:15:05;449;114;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:15:11;449;112;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:15:24;449;100;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:15:30;449;116;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:15:36;449;113;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:15:49;449;111;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:15:55;449;87;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:16:01;449;112;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:16:14;449;99;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:16:19;449;112;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:16:25;449;114;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:17:56;449;131;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:18:02;449;108;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:18:08;449;112;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:18:21;449;92;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:18:26;449;109;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:18:32;449;110;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:18:46;449;101;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:18:52;449;116;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:18:57;449;113;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:19:11;449;98;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:19:16;449;108;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:19:22;449;97;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:19:35;449;98;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:19:41;449;115;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:19:47;449;119;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:20:00;449;99;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:20:06;449;117;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:20:12;449;119;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:20:25;449;99;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:20:31;449;112;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:20:36;449;116;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:20:50;449;101;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:20:55;449;115;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:21:01;449;111;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:21:15;449;104;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:21:20;449;117;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:21:26;449;109;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:21:39;449;98;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:21:45;449;113;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:21:51;449;107;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:22:04;449;100;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:22:10;449;115;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:22:16;449;113;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:22:29;449;100;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:22:35;449;113;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:22:41;449;114;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:22:54;449;100;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:22:59;449;115;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:23:05;449;110;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:23:18;449;101;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:23:24;449;110;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:23:30;449;115;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:23:43;449;101;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:23:49;449;115;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:23:55;449;109;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:24:08;449;100;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:24:14;449;110;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:25:25;449;6;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:25:38;449;119;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:25:43;449;113;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:25:49;449;117;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:26:02;449;105;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:26:09;449;115;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:26:14;449;110;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:26:27;449;103;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:26:33;449;114;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:26:39;449;109;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:26:52;449;101;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:26:58;449;116;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:27:04;449;118;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:27:17;449;92;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:27:23;449;102;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:27:29;449;97;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:27:42;449;101;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:27:54;449;117;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:28:07;449;103;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:28:13;449;116;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:28:19;449;115;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:28:32;449;97;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:28:38;449;117;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:28:44;449;117;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:28:56;449;98;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:29:02;449;116;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:29:09;449;114;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:29:22;449;99;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:29:27;449;115;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:29:33;449;114;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:29:47;449;102;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:29:52;449;117;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:29:59;449;117;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:30:11;449;101;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:30:17;449;115;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:30:23;449;109;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:30:36;449;100;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:30:42;449;109;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:30:48;449;112;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:31:01;449;99;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:31:07;449;118;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:31:13;449;121;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:31:26;449;97;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:31:32;449;116;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:31:38;449;113;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:31:51;449;97;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:31:57;449;115;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:32:03;449;109;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:32:16;449;94;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:32:22;449;107;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:32:28;449;115;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:32:41;449;94;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:32:47;449;114;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:32:53;449;113;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:33:06;449;100;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:33:12;449;119;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:33:18;449;95;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:33:31;449;101;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:33:37;449;117;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:33:43;449;119;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:33:56;449;98;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:34:02;449;116;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:34:08;449;120;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:34:21;449;101;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:34:27;449;112;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:34:33;449;105;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:34:46;449;103;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:34:52;449;115;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:34:58;449;115;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:35:10;449;92;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:35:16;449;111;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:35:22;449;99;117.35227272727273;100.35227272727273;134.35227272727275;False
2025-02-26 10:35:36;449;103;117.35227272727273;100.35227272727273;134.35227272727275;True
2025-02-26 10:35:41;449;1;117.35227272727273;100.35227272727273;134.35227272727275;False
